split	pmid	label	year	question_sha256	context_sha256
train	16428354	yes	2006	285a913d2f842d3126b6f695f3118de40f325895b864955db9d364d9e5786c12	62dad5918199f3d23d99e7cad10506bfe7f8839275f975eecab819c090b2b958
train	16432652	yes	2006	7c24e3f2b1fa2fedcc1eb824e4b1ded8f59a3f7dba8160e892169b8399ed7d82	7316b4aeb50f1fc57be5417a5319181b64933a2ebb8142cdfe4ce3a2fb532d54
train	16564683	no	2006	a5ada751fd6dca3ed724da2b34afbe87d648cec5aaa9c98df4fc4b15258a4365	aa3d4685b52da53a5cb2bc332fbdd434b86ccb2b2d1a7b803e7199c0b76490ed
train	16647887	no	2006	32968daa096668de6c59014c7df1676e63c71cbfc1f4c10f9430a8b4347f555b	8429e632e318070f740af50a7de9c92df640ef8872bf8c7bff09efd22821d313
train	16678696	no	2006	c2eaad49ba07d1f8223c6de672a5139bf8e49ab2a082d14d1db66a63783dbd66	1d6bf1bf444df6dad00c54184e73e758e4c2856cc4f15825ade3c952b84d9be2
train	16713745	yes	2006	1d3cf18d953f5a64392188cd305a449e60b2fe7d50889f59dfc0479596b3fe4c	ce5303b0116730849470e3e60def91ef3c154e4306c290c1142ce53136f3850d
train	16735905	maybe	2006	06b3c7823ef00730d6f81b72798f3c7bfea089037eb2d6091e4f1ec071eff31e	ce0563c8d7a11d92ce2d7d4b9efaa67fd3e73f41f0db2afb9cdecb1277354236
train	16772913	yes	2006	dc25f7cdb3065b9e4621cf94c6c6a78913930225bd2d63fe31772c6e6d12d071	9436813c71afebd1e8e3b67ded9eb3218f42aa67721d99d65c9d8453d7539325
train	16776337	yes	2006	bbac28f00a2ed1d26b5dfeeda1526ba78a7dcf9d9c5eff19e8f4680813a0866b	6912e86339698ad0487cbb65f74620814c49c7a38ab0edc86ef3630cd665a41a
train	16778275	no	2006	a26b6b9e87639cfb51d3b2e39c1f666023ea10370c48356a0ec09e9a5064fce0	30c6898dae23516d2f6d48f482b3029a7096d45b3ad3c67a72bf65da4cc58549
train	16809243	no	2006	3eba19613300370f1fac8df54121059471d8afa74f57194afc090064201b62a7	5e3d2f1019a7087fe45d095fa633c9a67d29b13dcfca242ae6d5e5ca236a8e65
train	16816043	maybe	2006	3501af98e40f814e5371282f1ec40c5f857e34a127ece96d94308d81e67a9993	42863766e3232f6a1b5e03b87ab34f7a000d1697bb5742947cf27388acbca8c4
train	16827975	no	2006	256151136549992ba732b0b263b2ee765b865ce63df5851b73ab1c7b38ba572a	3cc0798fa86fde36cfb8db2efc21a50cb657c5692e685f6a07c2edf7cd569202
train	16956164	yes	2006	c5657d04bd7ea28a63bc1b5da575de2a055490195a27f930220dddddaa7b3afd	4985e2873cb66340562acdee3f7ff2ea9166833fdfbf54414120a4d9e2a373a2
train	16962519	no		8f18a67c6a8779c2974b23c7a706c1a318e385ee066c23713c05818673893453	91096188b2430b55b9a24c4fda9eafef6970c05daadbb195ea916f4ec69b0697
train	16968183	yes	2006	7a23ce2e83dcd4a9a6194bda242367b112eff59fbeb14bdef44ff6e8b01c86ec	99ce1fe16d8c891aab030cd084830e1cf1f49a259a0d712bf54a7af9ca8b07a5
train	16968876	maybe	2006	63ca41e25a438aa047031ac3a24e83ff0949c13bae4e4dbacbf75273ad800c78	4a36e1da444489cccb05991031d8f84802f1ef1eb517e5f3d1ded3eff962d714
train	16991071	yes		7d8638a523832d862628500d7577e52fef3cad35a84b0f0b56ed3d4fdecf6193	8dbae827f1feedc4b54f396b373b2845f349e802c86b4c94964b455cd147f658
train	17008699	no	2006	34352685cc65a836b6fa2b88fc74ee7e24761f3b09a709335724f46ec8400b37	9f83cbc917149248c5e20ab3b621f36b5f94fd22e234336163334c8e0c2ca9b0
train	17032327	no	2006	f074255b0caaaffe9a66fb29b574c9052fe9f37c652ce65f469defc99a37c10c	494366a14362a99351e7f5971d4442fef4430281331f89a5a53b24712b08e563
train	17051586	no	2006	a07940446ad3e956f577765328b6e172dd63875ab2fce9d584bcf20f004cf320	7753c33dca39155bdeb07987b6d2ddc4d73506ac3fd2cba5e68dccc657b84674
train	17054994	no	2006	c9d1188b491adb5e338ef96c0a1178a455430980e3d1104afab530a05ce278f7	2fd0cd50022ba444e1bfcc9c113399ea73da68a3106fd9f2366b937e933ad7af
train	17062225	yes	2006	48e3238ed3ebbcd8e9f9ae9971c61ece8675731c3cbd50f7a876b94a81c472a5	6882a1f9cbeb651dc85c03611687168edef28d362a212a0a9dedf67bd6ff2b4d
train	17062234	no	2006	748a0cc56af7b2bb6ef75d7e22747dcf47d443f9150a5b77f51321acd0bf5822	83f500e697f0fae71dc4ccabc50c340caebf02e5b8acb77a8d1f3e3ef0a71d5b
train	17076590	maybe	2006	e9dded89f449973a743e1d0ef314f2b91e937222814dc524c08a773ae3c87524	22f2f62bdd7d925f77929b606014d422eb4e2aabfd216ec737fda8c304f279e9
train	17089900	yes	2006	714bd5204cb12ef8f9ec861bdaf9d2d1ccf527825672f237ee29eaf1b1e8ec9a	8caecae0a3771958e83da73afdbe308ea370d233c92c7d55ee33d609231b6bff
train	17096624	yes		dea92acca9ef22dfc3883c34bc7a0ee8e676f9355847e5a58436b03c4c3e4f78	b27eed8922801f6edc040a2cf70e226f519874088ac98882aca478bed50ec31d
train	17113061	no	2007	ecc26d62fb324304df3c8f46d13a9d78250faa2466ce77e54cc6fc1d0310fdbd	3f93a9c8f43dce88810b8909d147fce12384ccfd0a3af25e04897943f2ab1c3e
train	17179167	maybe	2007	6c139861c84b0960263968f4ad529b13d641194e30c338acc491eef48100f624	350e835dadb4600d8bb480797e373c453b7a8cdee5afc9fe6609d39ea5ae2bbe
train	17192736	no	2007	f31f9774316f3f6b945baed976254fa7a54f34c269cd4472b89a8ab6c0347868	b5d7543e3ea256e575221adc9855d98b94a8ae1ea206e4fb7b18aca3a10f71b3
train	17208539	no	2007	c3b64ab3b763c568aea6c02a3810582bf0983218d4e72bc8334dacd66599f627	2e4c614da36088ef47ccc7cf823cb86b1535dee0f436ae74bd468ce96ab81ea9
train	17220021	yes	2006	f8bf8cfc95ab6a3b7f127b15415f9aea9f38c27f74b15dcda3fdb93929b40728	6f8b6787cc855ca6913966c84b7c26b42b8f3a83f027a95af8eb81adc0a24106
train	17224424	yes	2007	acf8df2580b56b1f5a313bdc470629a08abb44bc1f69f7dbe6e739e1a95fdd06	0472d551210b0f14e5d166ab963909b573aaec73ff6dc6656f5bc1bb0594356d
train	17244100	yes		24afae247e20f0764f96901a21e0d111f8372253361402faa33fb90b748b7620	c8b580eccd15cbf669bbb4e1c2c54ea2cf786d21d4fdb499d9f1f8b784ad85ac
train	17274051	no	2007	2ef0b4a7542cd74708a23625552e6079b5feb39c685740cb3dacb1034f5cc85e	d34c8f6be6b4871316a38e7ccb1668d47fa427644b21b4542f85f363fd1bcc7f
train	17276801	yes	2007	f0442fafa9958dca996a0c810662eea42e15462599a5a8092d198bc28dc12721	2eb13d9d050b8779e7872b82ec68f6d081add6cdf9c0434b842585b3023be873
train	17306983	yes	2007	16c092514390674a3b82fa289a5c1949a5c4a5248717744cf103e5b163cbd7e8	3bd838c0bfd652ea28dddf7c4f71f9075f536decf5a0e0d0bee4c3f5445ce5ee
train	17312514	yes	2007	44e6eb461650bc5bc53eefbb1cb11ebcdf58d8488cbfc02e98031d4416db55e8	dafb99325442f776a09593367e77d9e5c882d36e7e9143ae9f2e5dfbc3bd61b4
train	17335331	yes	2007	03fefde6d12cb6ef7e35d450191830bbd4a7caafe995c119beb3d78c0569a5a5	019ccc58b88c1c22ebe01f4f080d0aa550b629ce1c4817287f225a3c5c04ff53
train	17342562	no	2007	0115bf54ad977536de0fc8026ef703f0ef03a4e9abeb7ace1cff3226032a240b	8093d9031c2c59dc5476f035f76a6ad57fee46fc46cddf4956c404afc9baa307
train	17355582	yes	2007	c2bb4911c2675ef6502c5acda05cca6df92764b6bc1d509e23d67cbbd6d06f95	aa779ff80e5ff65d38a3c10a2aee38b40d26dd31c1760c76e08fa3ae5b918d15
train	17429333	no		abcdab13892cab86c6e0ebdca4421f7c55c5de6d2cb25af0b495229de5525aba	7f145e78cc46d263611d17314de1acb656e6a22aeefe47c63dffee6453573414
train	17444776	yes	2007	48fdad0b56abce10d8d9c502a068ffda81acaad1d6e2c90868a8c1cee1f4ea69	34befca1cd247f055ece971bd13bfe3eb4edbdbe01f713d93d998bd0db7dade6
train	17445978	no	2007	aa794b30353e346b68870f28d705c7520055526cf82ba67133353c56f4c20bd0	82972358ad1b2923dc8284b54a0401b61bce8390f5d294094c0370756dd0a420
train	17462393	no	2007	d6bcc06e34efdf9726571cd4f7ab5d235f8a19dc80f831239e257b2059e35b65	c382403183c4b48a465c91bc39e5d1a3c81aeb5bffffd17442cdf9f2e8409971
train	17483607	yes	2007	9e31c095b17094845ccbe3adcd2063bfa1ef0d7ad59cd32e391b5c990eb98153	c57c4f8a25db5e6054c301af5887b81f3ad249b608782b5b9e613cfa54f2b756
train	17502203	no	2007	7b1d6a36120825844057061a0f1b3082ccbcbd4e850d3af6e29ddbdd5280e994	0db1ef0c355a48c2bfa0315d177cc319a6297e315e4c8c135c118b20d5141adf
train	17551944	yes	2007	6a14c8d91ef1afc67bc10a6f6703d1a1aae38d85300a1489564bd7f8e53df11d	df1e8d2f8cba840bfdc76cfd29400aa357ed3a10bfbe184158395371ccf3118f
train	17559449	no	2007	0bbe328564b90586238e80a720a65fc028ae04d6ccdc930045c9786907cbc60b	5fdbbeb9b620e69c136bc7a06fd2ea4c08edfa2a9c5856bfa9d7d5d0e041fe54
train	17562682	maybe	2007	7c44b247b9fe68faa40c958abb3a4fac58794b2817d48ce0ea332b40d3644f4f	05709734f65306395ccf3fd89a2d5a63f11db5c417cb3a8cf058fd3772035e7b
train	17578985	maybe	2007	1c6a0e3ebae044239182998a09af3e7f74193db69de18c5cea01a6121c77c1e0	8711a3c2a808476fc712c405c396c78d8d9bcc0567487e52dfcef25459d58398
train	17593459	yes	2007	3b732e2e187dcc76e5fb9071851a763df5d12c06af301e62ac26cc57bbe40c90	8749103b4943af227971d45d3a0970a9c6800b2504c4de7f6d957ba24d0d53d6
train	17598882	yes	2007	1d1f3c31bd4ebfd580136bc3a0ff245a67082bd8e58c19ac57c8d2fb10009ea0	f8c9f7d677f10749cd1c6c7eebe53e2c24719e229acf9f53a46306c8c3c44cb4
train	17621202	maybe	2007	1c1d47b9efc5cfce4445103dd4b23fe167e8b548bb6426fddbebde05d551bb92	96595c8a51e56009ccf8dcd3107e359de6ad40f3ebebd3802f8292de2072aa9f
train	17682349	yes	2007	589dbe8cb1063dc686e5608e6e2e237e893c3df3e1ae8ee1e4b1dc297a572076	5e92ad90cc7c9919447a9c940fbff61e1a854cfec5ebc25db1f528abc16774ca
train	17691856	maybe		44259e3eaadca29bddfd46e1316dbc14d0184f4492e3045849b9b8be21c17297	303e3451b8c3524105d76fd39a5de167f25ee49654dd3fd7743582bb56c6c9c8
train	17715311	yes	2007	5ef5fdd4ea6ef6930788d577ba2b3e47999ddeed0cf78ad35f8cff449330ef24	afcc52355a3b2a75d7d9895676ed869429ae02ec37c5035aff94b02d748167fe
train	17890090	yes	2008	0413ea1c9b39fbf64c8bcaa6adb1b8fd15824a4794b05f5008d92f1e82a4d6a7	cd1b29e775de1144430b0f3cdc139e3365b3e1dcd7bbe1eccfc1b01040d3910e
train	17919952	yes	2008	a492ab1c69ade49271c6b0fd568c0e3f346f2d5fe0a5acaf2eda477a169b7710	a0df9ad9a53d072bbc4de1444785c2acc87b33d43d0cee5f6d17ab6155f4879d
train	17971187	no	2007	e7e821142bbffe5beb5dcf81c39c5d45d709967f8ca0acac5cb54e25ca490777	0c5cb763f3194dc67944bd68ad9c4677dd8963af7de7dfcef88571f19cbe485b
train	18005142	yes	2008	a58145a875633b6877c899a19c369f64ed98b1dfce380f6b5660d72a1aad3c9b	801c1a7a9ab0d22246bb92e95de3a495a33e1483aae0be48601e76111f2905c0
train	18041059	yes	2008	c1d4484da588af32c89d4767123b42d9703d2468c31dc9a2d28261eb95ebcb42	4c6e44d08b57efe3d6aec330284ed2261e448d72485ca76bdca0b21b30c15a35
train	18049437	yes	2007	d3374acdd3c0b5a28e6de2b9c2cd91fc74b90832fdae889ffafd4316976f5927	234a9d3e249546168f7433f3577849ff774656a40914fb3cecdfb655c99f2be8
train	18065862	yes	2007	1860260b1faf57db6e912c631f48bf1599eac5b9b82ce0afe352a56b7c36f761	7819e9dcc8707a7fb629e92098bc075a9f6c672f86a5fe7602031c1b08547019
train	18086459	yes	2008	54d985ee6aa942fe768315086aee6d5b66e298604789df992604a80bb4e0ad29	3a300f26508d0c905a25c8fe21887d0f69a252ec4b5c9a720edaef7fb4ce84ef
train	18179827	yes	2008	bb25a69548da87425e32725ae755792b91718c7da403c8cfce27cb39d6c714f1	033dd72dcf3b5ee262d983686a4bb864948b6520cc4e413dde316173d0349f87
train	18182265	yes	2009	a57f7293d23a7488927cf5ba878c72140ff03841137f6110ac5be4c8ee1700f1	62e97bf93d9862dc855a7d6484f6b2ab52b0ccf0709ede8528f42340cdca4f03
train	18222909	yes	2008	19107b38d0ccb15559f561ed0f56bf7917f31f01ea48efe7ffec52908050e142	b4cd4ee430783bf4304e9a040d7d12cd7b7a052a630dea5a03b0dae428bda853
train	18235194	maybe	2008	fbfcfc991d22af1bc4667c4fdb183913c4ac4e1841d2587d9b9f95911770431d	759a9714d83e3d2bf84bb91b0f8fd522214c322e0c3dd3d57b49f437c6762433
train	18239988	yes	2008	a5e8e23ce8a4349fc7f757c9a3f314a5e0dfc41f22bd29dfba68d31957a11ede	0c887adf23fcfd662f5ecded3d7127301caec2a08155e9577570cb88e1d8dcc3
train	18243752	maybe	2008	a1d8cfbaee554610bf700e6abaf9b9f1ec61e11ee8b826eaa0550d845c7a758e	5eea0fb56052e840550087bb0686cbc95721120241ba5380073a5ae6afabeedd
train	18274917	no	2008	b72d7aec312dae10495c0357a4e3b1af5fbc97fd096e2886b782538475d98b0d	c9fbc6ddd4ebc7d59232d8ef480c5307d2c30a910e03fc4bb25c80d3e605825b
train	18284441	maybe	2008	fff84343b75ceb87fde7b527ffec833f4f94564b78b3dd3fb3acd002adb6dd6d	7c9d907aa59280eb96e7655c13eab6615f5c99045933ba8072fe811c296ecfcf
train	18307476	yes	2008	56b5bb939fb2d12ce09dcfc6323b86213954b2c9e3495156329b637a98edbbdc	10040cc84004c1a96642f69d881879598ed008f7a6ac09c50f4d0a06b01a462e
train	18319270	no	2008	1333b2b69d205105eb9486010351edb70f2955e0f3e912f4e2e518fe234c8a57	3d11535618f317a835ac6643d0530adc2dfd8754e43d3f2a70ffc12339d67d18
train	18322741	yes	2009	7e3633f7e956a826e588b1b4fb99b37b43bdda7ec6bdba1fd0925cb6c7a3bcaa	6cc932911e18fc94a2092270eada0402c8d867a6bbe3c25539feb20275c04bd4
train	18359123	no	2008	96f3f8648da41b792fc04883ed28ed67004486aef6a3b76fa5b5e18fa221a222	403f04b3d537014bd52d6c3d1ff5cff3522d2c83253434aa3c2db00d437a310a
train	18375490	no	2008	bf18f3fda6a33ba9cb9ba8fe365040530bcc96f55558c32a8abb15588fe90a01	a93ad77de723001304f6d22b5784b40e1f9352de7606e8dc8846746dd33b594b
train	18399830	yes	2008	810210daddfae8d5ee9efc2db505ef8f133967ccbc18fbf6e88affa960520ec4	7d3e388b47bdf2325027e60396279de4cbf31cf58cef39b3d175b31cf4226338
train	18403944	maybe	2008	47630730d0c96dcd1d15af2273c9c789688450e20ffc21059d07dab86731655b	2148a50a6164fa03a960a8a661d435781e8629430bef7cdaf2c73c830b3a908e
train	18403945	yes	2008	dae9d008cc60c32de9feeca6a65ee8e96a77ec00b41172943f25f4c8e34e30b6	d81677f4d506ae91590283f2c0b14ca7037ea74493e053811edceb5d07d0a865
train	18472368	yes	2008	b535a735efd18f1f32f5789f3205080af2b639ce4326440286a98183420bd06f	f0511d294b7747f74de0340fca7d621935bc4dc09542d61663fffdb8cf994afe
train	18496363	no	2008	b09d95bc89b78498d9cad06a0115b7aad1bb411fe460bdf3af51587ece007578	2969b9fb3654a18b1c3a05326c88c4e7c6c6c1984f6de37d84d714abbafde008
train	18507507	yes	2008	6fcfcc0d3bdffe5ac473a2d02bedc5383d55e6a3309d2d67fe65015687639aee	60f939cc0eb8fedd1f74fc81311ce16ba2f55bfa1dc37b254c32ee46b65de04e
train	18537964	yes	2008	23788f73343e33f02aab10aa150a36443edd29692dee28622b5a59a44f2ca4aa	6db2253c3fe4dfda8c79524be4f8e14747cea74d9c09a7fee72b24fd3355e86f
train	18540901	yes	2008	d555b097e23610d529a48da470e8e3de1e99fb6afe57293f88fb00661cad6920	83f741fe75a14348b12174a273b3d28044df71d77f92cbd38647859da542605b
train	18565233	yes	2008	70bcadee6f5fed3c26b86361166af42b80d5b51a4977b124d63555d17c54748c	57456f61128885bc184b6d4f7ae28f0461d2a002b7d00b3f718635b57cb7b7a5
train	18568290	maybe	2008	4fb16025fa826de6f3d68652b6c6554de1729eb16c22b6572f1ef7ac5bb51141	35cc2dd6f41abe4cd90753c09d298d70b8ee988cda700c6a83782286ec0793d5
train	18575014	yes	2008	03dda6586164141a05dfabec1fd3916b1a5c2310dc3552b041b121039fc9c692	094787604e8bb179ac0fa76531f58dfc323fe5bf48a577cf36bce9f5fdfa7b76
train	18594195	yes	2008	6f01b28c8183b19c5144538a64d050fc2dc5f13794751bdef40d340c01ce7730	c21f1027da19ef656fa8f54551cfa97c2a7ae7bb331fc837afc9d0249bb4ed1c
train	18607272	yes	2008	4bd289759dd885e21fb4d892787a56198503d58f64afa0b64ef09d5bbe7ad214	1d7373d5364961438d79b06589a2ded05ea7f83bd40f9c0eeffeaa50cb64c8c8
train	18616781	yes	2008	31df978d21ffed7710c6be6e7c9c96f528ce70be720046f256c8b50084fcbd8d	a6ca85b91060750eb9c17f118db2776dd7249b931ec57320217dcbb782144b12
train	18670651	yes	2008	befa859cce02385fdd18134a132e117d19b07572db7efa8ed97bda0ef899b959	8598073889c8216c87b3ad0de4a8e003969ade70ee3a282bbfa17ccb29fb86e2
train	18708308	no	2008	82054dfd6a73879d5e31b29e8bd45e377446a8da5f74ff2e0f5ca1dafe51a7f0	9256e2309319c3d6ddfd6fb90043b118e891fc3bed8ba1f13043b0a21478d1ca
train	18714572	maybe	2008	6d3affce3d96ff5c00509b94ec8ef84d859ee89c21953ccf0ccaa6a76592743f	e80c1a1ea977a90cd1df37fb93ed4aa2f0da0b06ec4eb046b6655b35a2541633
train	18719011	no	2008	b315ccbfa62d420b82a50082b72b6810005e9f8afe9147d57768280d5296d43b	deb1ab8273ed62359c12585d21997b6f7c666d6ce5d7c483887d067002e7ced1
train	18783922	yes	2008	139d89662893c0b570f9c837691990d874cfc6d1998a197845584e063e1da350	ea9d49d9be9e1847aa124ded2e5d4ec5d9224411715714bd18996be229d451e1
train	18799291	no	2008	79cca8b322d740b39e3fc47966d9c575d719e5a6c04cd8d7949d69087ec7c847	41f404b0b41e7c7e6a95cb33f4c90fedd73adae98644f0a449a8a0ede6828703
train	18800356	maybe	2009	dbe161c4d4e7943b50934691daf492dfd8b9ff6edaa34e1afc78e6502668cfa5	488afb89ecc3536e5c77a3c922481c624d0bd682565142f2eb63393feb267214
train	18802997	maybe	2008	3118f8433614d394d5b9b23988c388a8003ab7a2f7ecaf5926cf661c15636257	72bc7aa2731111bce8ac6cc04d8410588937b8211adafeb12cc6aee552609858
train	18843057	no	2008	a05ad52073745f9aa9758b0e4e0f6517e9b3bda58427972cf0c8acfdf7f191c5	508e6a0392cf3aabcc0a93a4b79c98cd68aa13ce42052e991e3fb2ac1ca9b6b8
train	18847643	no	2008	90a44fcd4dcc9d9ae470dae03c3af86a45e3364ccd47d1b08d1aaddf4309b7f5	158414e54de25ac646a9f4a67acb00b72e5e79270f92afa25385b3dab0157125
train	18928979	yes	2008	28c8fa8bb0f9a6a5bde0ee144b1f55472b535abed0da03d9a32d13e6937c4079	1b1dfa868a64be3f8b097ea73653587e08459f6740cb8fb630be653da6d9db85
train	18948835	yes	2009	edfb8e1ad0f2ba98e47f6a7708f533624f3b6f77a2fbfe5397ad0042e2550105	8309d8d0124d8fc13f0c97fce0e6e6536aecf6d815cf9ec006d532370b362a63
train	18955431	yes		fc9676dd16fbaa0f5478c853718362a8f12709ebc9df6a2d67283623939e25e7	1116ac1043189fccff435b107d60f6cc1fcca9c54b1bcc777ad9642d29d55f4d
train	19027440	yes	2008	146e98d170c48462991a31ee0a40233699e5f4b0e209c69d95186f8ea4fefb86	cd9e7f1fc1532dbbbaffc0f9d05e0be207d7295a16259240a6fdcad683860329
train	19100463	yes	2008	a0afc9fcb48255c4a4dd99921c6c65d1022fef9c2c5bec3f552660740c748de7	17c119a8d1c7b72ed084a7a563192a1edb5b9a4aa69f1724b9d309713f0f459d
train	19103915	maybe	2009	4a18ddf79591178d75869c50256eb9fa8df11d0beda7040e9f0b88aced1edc18	7f1b66ce5ee5e5123f6354b23c3fe2e068e398f130432534cb374dbe214c1b1c
train	19108857	yes	2009	ccd00ff6d373d6ac832a1dc378be9f008054810d1bc5b9d857e02dcac6d6d040	20cedf0ba7c908bdd8286606d007c30eb54f6dcfd74e5455cb54a66ec7982fdd
train	19130332	yes	2009	b3930671773baae3ce9438d372f15df1687cb18d6b829109a002fb26d0f4290e	bc36c3506176727e7898e5cf26a7651169f3478aae04cf3cb10a8e5a71966c60
train	19131405	yes	2009	d34492df7c522553779354721bf53e29a5cf2abebe8b7bf094a973919e366dd5	27b7ced77bb11c96890ea1c257038d393bf3813a2a4f012215081f95e634e85a
train	19145527	maybe		9259aa634dea308e5840b0e5b569fbc4177ed4636c981219b4696adb726341cb	9549090e123628f4a1b512a355ba46749d89c4d3aa53f655b13e3a8c704fb8e0
train	19155657	maybe	2008	5793101b77430cfb48dbfcf65ccc25649fde07d535125f1e13250caae2799646	e73c0e6d8ee215018d9003ae67c7dd5e1930675be707704b80578e37393c2cd1
train	19156007	yes	2009	85e9a1b6ea351933e512ccee56629ec32fbb2cb4384f71cc3840a490ef156f0c	8a65a0c800ea7be0b186c8e5c25c2bd4ba92baa081a8b12d26fe68d77843cbc2
train	19230985	yes	2009	e06f8011a6c50afe8fecedf122573df4bd67ce48eb12465b3a5d69bfbe360fa3	da230d5a48a1f8777eb940e71dae92afb492c361dd3e954b88d87db9c97f731e
train	19237087	no	2009	123340c3e0acc495b59b44ec248b32e3383dc2056c0286bc5eb58a2a6a2e2925	4f15f798924a1013a9b0f9fade7b7c50de82f7ba461fdafd1636949c45643eb2
train	19268855	no	2009	711e869457f47697898764f46ac22920d8e10cc57f5f6b98eaedf17d3289cfc3	18a8daca1e3f122fd5aee7a929f4d6e255060327fd89608061274a49344dc44a
train	19299238	yes	2009	96b9c439bc657106d184f7c61a08ae8b7c361f18093f4fd4e9462b718f6e5e37	f6e9f24852d0429c334ef59a39c7caf47d44aafaf0f936a97257e762f1da4f12
train	19302863	yes	2009	36fe7c5c058396dd2f0f54ad1d5fec552a015a53b54d7f2454b35603e4f61b5c	d306716e5fd635a9e323674165598a6c2c5e41e0934c9e754a5cf9e3e37a89b5
train	19322056	yes	2009	9a0ba19d53ca84ea9591be491b8294795aaba5e97e275839ca7a12b6bc6eac64	c8b8e8cace42266b469513f7ce515c8496aa71fd4c460f1906fa7a7098fa1efd
train	19327500	yes	2009	619fa42bbf8b473c242bc72536ef9dbb6dc9cf914b5b6b1a46864846c4f152fb	c0f3a3bf7916f9c5f5a788cb15140ff16573f33ea429ae2905b8a8f65001fc7c
train	19394934	yes	2009	064b6de8481c15184a5d5882932ace8adefb5cb39c773455a0f22f706ddd0b98	ebbe70a1998c801328d0adfcdabbb8a0fe744b2e4e0e309d24a03fac640fcc2d
train	19398929	no	2009	d27b56cd3512ce8f4e59ac7645f235ccc19cfec204478249cbce3b3afe86e7f5	fe60b13df54990c25245e2a040156b2a275dd3ca28261b33447315122b1f7021
train	19401574	yes	2009	3dc8c6e7bd65e72519b5ec4662d3aaf0e1815714e946679c53150acc403f4abd	3e59a31df53140b55ecf6e4c88ed77a55c298d713db69ce129e33cc7f5074a2a
train	19409117	yes		2e50b703ce740df30585f20c0a8360b14e3cca0febc744beb7cf64f523467d91	4c4b51bad2d7d480b33feafbf537163339422b22e0a29e722b30ca7b023405f2
train	19419587	yes	2009	14abad0760dcc971824ec5caf0ba19295cce4824f24db831cbeec35015996579	60bbe902b49e6447c6931f6ba8e0d1c8ef73747672ae5bd866b8100fcd1224a4
train	19430778	yes	2009	4912bdb0f05a956e984ca47d9929c35a1c3306a0c0a0efda9c9056d73f744075	3d3f97f272a87b814887d74cb783a719bdda4cab0a2356eb653381fe67e9a1fc
train	19444061	no	2009	e6e0b6d40ff8541c75f168d29de9295b027a60b88c53cf28e68b604d434b0958	a91fd03ba621a30136ae37ce7ec15f61c1a4216a81ecf9ea4915b39420b6e08e
train	19481382	no	2009	7523b5e882f4ff8d9bb844c1db16d77fc0862159b31c6056d3f8ab72c90f8bb5	0dafe8ab9371be1e1aaa9825c55fc65245248549b661b027958d35f8099147a2
train	19482903	yes	2009	064ae1ecbf29faa3857ca14f20a04ff12c6b094c93aeac628ef2810b2b024851	5cc6d3f3a10b8f2396682b4c06afe09932d94fb0bf477c2f4e52bde20d275d1d
train	19520213	no	2009	cf8c034acd9eb79406862aa5b7cf87fa75799871511e3d4441ec44bfedcce2d1	0c95f5b84b540ba0be53f9d984014d673a22ce5fe04b3c0ec3b95299440c90db
train	19542542	maybe	2009	3feaeb760cf340f0600321229b7a3d3aee06f7efa6a663c0a6d8af0f42928afc	63158b80f9daa5f57b86dd6c5fc24e95cf57723201ea7c0d7fc47197ff376de5
train	19546588	no	2009	69be8ddbe576a564e3b96ba3b7ee2e097d8208e1d826cf65d2178a41838ed4a4	45dec8dc46e3eed861afc2cfa59ee070f34e1ae006dda1651d6fb833feee7ce5
train	19575104	no		742cee7c96666d5e5ecc6d7bb5d028e4fe26d39cdc16cf0e60867bfe1048d46a	42d1a28e8e0af2138b817f2b76db2251cf95d490f95bcadf301621eea3eb2dff
train	19593710	yes	2009	930b9c04b0db13b705f30c00624c0848cd2196f411ddb1c2ab64ff983c1d67a3	de00b9f4597b9f874444a780b237e34e71a7c536c07e9130baa190c4484adab4
train	19608436	yes	2009	53af6419c9b08bc73fd190d76be0c4bde92011cef8630f76fb41c56eca27b2d5	c002c82c8d1b040cc1710c9563d8cc136a05e95bd3888c4ff6885bca3274ab16
train	19640728	yes	2010	435c1ba34a43690ad07f94677227a1da28f39fc068f631f8be5408b4756e21a1	fd2730d14677373da83ec8c55097e0ccf1f4a7be2372bdf5038caccb39dda03d
train	19643525	no	2009	7229d59927eb63569a0da3c57de44451fa7e9058b9cf286d7314ae8ceeeed820	f1ad03e1f3ee91c26433fcb571d2fd6375acc2271ade0e58fc60a5345be2f0ca
train	19648304	yes	2009	dd1715c74b81634af1d60712c0ed8edc6fd5a8fd4f3e4f8c770238d757666f48	43a04a8289b446da7755e4d420fb5869c0755972228a072e79c96581182c6ea9
train	19694846	maybe	2009	4aa19b7be5fada1dbc2f9950c7b9c95651309d2a849f0e82dd28800cecd9400a	67c2f0bf65e39b1d1b4dd5f0af036eec21ca648ea6269de16e848b60392c067d
train	19711462	maybe	2009	99a9e9501283a0bdc171569c4a6813d5713e9f627fae8d1168ad9359e46beaf1	911431800b36e1ebca7a2a2ea486dee5f99bf2325e3928752907c0585df467c0
train	19757704	yes	2009	dd39207e24adc91b12606d71c2d1266d9aa6249886fa68a94674af6f927ad2c0	9fad9ca3db2829d794ef73ad062bb50dedff5558a574aea2f9044e10288d37e6
